# Data structure:

# Category, Name, Profile class, geometric data...

# All measures must be in millimeters

# Possible profile classes are: 

# Generic_RCT=		Generic Rectangle Solid Section
# Generic_L=		Generic L Section
# Generic_T=		Generic T Section
# SteelCF_C=     	Steel Cold Formed C-profile
# SteelCF_C_WL=     Steel Cold Formed C-profile with lips
# SteelCF_L=     	Steel Cold Formed L-profile
# SteelCF_Z=     	Steel Cold Formed Z-profile
# SteelCF_Z_WL=     Steel Cold Formed Z-profile with lips
# SteelHR_CHS=      Steel Hot Rolled Circular Hollow Section
# SteelHR_L=        Steel Hot Rolled L-angle with parallel flanges
# SteelHR_I_PF=     Steel Hot Rolled I/H-section parallel flange
# SteelHR_I_SF=     Steel Hot Rolled I/H-section sloped flange
# SteelHR_RS=       Steel Hot Rolled Round Section
# SteelHR_RCT=      Steel Hot Rolled Rectangular 
# SteelHR_RHS=      Steel Hot Rolled Rectangle Hollow Section
# SteelHR_C_PF=     Steel Hot Rolled C-channel Parallel Flange
# SteelHR_C_SF=     Steel Hot Rolled C-channel Sloped Flange


# Additional profile types must be implemented in ArchProfile.py first

###########################################

# Concrete Rectangle Solid Section

# Category,Name,Generic_RCT,Width,Height
Steel L-angle,L150x12,SteelHR_L,150,150,12,8,16,41.2,41.2
Steel L-angle,L150x15,SteelHR_L,150,150,15,8,16,42.5,42.5
Steel L-angle,L160x15,SteelHR_L,160,160,15,9,18,44.9,44.9
Steel L-angle,L180x16,SteelHR_L,180,180,16,9,18,50.2,50.2
Steel L-angle,L180x18,SteelHR_L,180,180,18,9,18,51,51
Steel L-angle,L200x16,SteelHR_L,200,200,16,9,18,55.2,55.2
Steel L-angle,L200x18,SteelHR_L,200,200,18,9,18,56,56
Steel L-angle,L200x20,SteelHR_L,200,200,20,9,18,56.8,56.8
Steel L-angle,L200x24,SteelHR_L,200,200,24,9,18,58.4,58.4
Steel L-angle,L250x28,SteelHR_L,250,250,28,9,18,72.4,72.4
Steel L-angle,L250x35,SteelHR_L,250,250,35,9,18,75,75
Steel L-angle,L30x20x3,SteelHR_L,20,30,3,2,4,5.02,9.9
Steel L-angle,L30x20x4,SteelHR_L,20,30,4,2,4,5.41,10.3
Steel L-angle,L40x20x4,SteelHR_L,20,40,4,2,4,4.8,14.7
Steel L-angle,L40x25x4,SteelHR_L,25,40,4,2,4,6.23,13.6
Steel L-angle,L45x30x4,SteelHR_L,30,45,4,2.25,4.5,7.4,14.8
Steel L-angle,L50x30x5,SteelHR_L,30,50,5,2.5,5,7.41,17.3
Steel L-angle,L60x30x5,SteelHR_L,30,60,5,2.5,5,6.84,21.7
Steel L-angle,L60x40x5,SteelHR_L,40,60,5,3,6,9.72,19.6
Steel L-angle,L60x40x6,SteelHR_L,40,60,6,3,6,10.1,20
Steel L-angle,L65x50x5,SteelHR_L,50,65,5,3,6,12.5,19.9
Steel L-angle,L70x50x6,SteelHR_L,50,70,6,3.5,7,12.5,22.3
Steel L-angle,L75x50x6,SteelHR_L,50,75,6,3.5,7,12.1,24.4
Steel L-angle,L75x50x8,SteelHR_L,50,75,8,3.5,7,12.9,25.2
Steel L-angle,L80x40x6,SteelHR_L,40,80,6,3.5,7,8.84,28.5
Steel L-angle,L80x40x8,SteelHR_L,40,80,8,3.5,7,9.63,29.4
Steel L-angle,L80x60x7,SteelHR_L,60,80,7,4,8,15.2,25.1
Steel L-angle,L100x50x6,SteelHR_L,50,100,6,4,8,10.5,35.1
Steel L-angle,L100x50x8,SteelHR_L,50,100,8,4,8,11.3,36
Steel L-angle,L100x65x7,SteelHR_L,65,100,7,5,10,15.1,32.3
Steel L-angle,L100x65x8,SteelHR_L,65,100,8,5,10,15.5,32.7
Steel L-angle,L100x65x10,SteelHR_L,65,100,10,5,10,16.3,33.6
Steel L-angle,L100x75x8,SteelHR_L,75,100,8,5,10,18.7,31
Steel L-angle,L100x75x10,SteelHR_L,75,100,10,5,10,19.5,31.9
Steel L-angle,L100x75x12,SteelHR_L,75,100,12,5,10,20.3,32.7
Steel L-angle,L120x80x8,SteelHR_L,80,120,8,5.5,11,18.7,38.3
Steel L-angle,L120x80x10,SteelHR_L,80,120,10,5.5,11,19.5,39.2
Steel L-angle,L120x80x12,SteelHR_L,80,120,12,5.5,11,20.3,40
Steel L-angle,L125x75x8,SteelHR_L,75,125,8,5.5,11,16.8,41.4
Steel L-angle,L125x75x10,SteelHR_L,75,125,10,5.5,11,17.6,42.3
Steel L-angle,L125x75x12,SteelHR_L,75,125,12,5.5,11,18.4,43.1
Steel L-angle,L135x65x8,SteelHR_L,65,135,8,5.5,11,13.4,47.8
Steel L-angle,L135x65x10,SteelHR_L,65,135,10,5.5,11,14.2,48.8
Steel L-angle,L150x75x9,SteelHR_L,75,150,9,6,12,15.7,52.6
Steel L-angle,L150x75x10,SteelHR_L,75,150,10,6,12,16.1,53.1
Steel L-angle,L150x75x12,SteelHR_L,75,150,12,6,12,16.9,54
Steel L-angle,L150x75x15,SteelHR_L,75,150,15,6,12,18.1,55.2
Steel L-angle,L150x90x10,SteelHR_L,90,150,10,6,12,20.4,50
Steel L-angle,L150x90x12,SteelHR_L,90,150,12,6,12,21.2,50.8
Steel L-angle,L150x90x15,SteelHR_L,90,150,15,6,12,22.3,52.1
Steel L-angle,L150x100x10,SteelHR_L,100,150,10,6,12,23.4,48.1
Steel L-angle,L150x100x12,SteelHR_L,100,150,12,6,12,24.2,48.9
Steel L-angle,L200x100x10,SteelHR_L,100,200,10,7.5,15,20.1,69.3
Steel L-angle,L200x100x12,SteelHR_L,100,200,12,7.5,15,21,70.3
Steel L-angle,L200x100x15,SteelHR_L,100,200,15,7.5,15,22.2,71.6
Steel L-angle,L200x150x12,SteelHR_L,150,200,12,7.5,15,36.1,60.8
Steel L-angle,L200x150x15,SteelHR_L,150,200,15,7.5,15,37.3,62.1

# Steel American Wide Flange W profiles

Steel American Wide Flange,W4x13,SteelHR_I_PF,103,106,7.11,8.76,6.34
Steel American Wide Flange,W5x16,SteelHR_I_PF,127,127,6.1,9.14,7.66
Steel American Wide Flange,W5x19,SteelHR_I_PF,128,131,6.86,10.9,7.6
Steel American Wide Flange,W6x12,SteelHR_I_PF,102,153,5.84,7.11,6.39
Steel American Wide Flange,W6x15,SteelHR_I_PF,152,152,5.84,6.6,6.4
Steel American Wide Flange,W6x16,SteelHR_I_PF,102,160,6.6,10.3,6.3
Steel American Wide Flange,W6x20,SteelHR_I_PF,153,157,6.6,9.27,6.33
Steel American Wide Flange,W6x25,SteelHR_I_PF,154,162,8.13,11.6,6.3
Steel American Wide Flange,W6x8.5,SteelHR_I_PF,100,148,4.32,4.95,6.35
Steel American Wide Flange,W6x9,SteelHR_I_PF,100,150,4.32,5.46,6.34
Steel American Wide Flange,W8x10,SteelHR_I_PF,100,200,4.32,5.21,7.59
Steel American Wide Flange,W8x13,SteelHR_I_PF,102,203,5.84,6.48,7.62
Steel American Wide Flange,W8x15,SteelHR_I_PF,102,206,6.22,8,7.6
Steel American Wide Flange,W8x18,SteelHR_I_PF,133,207,5.84,8.38,7.62
Steel American Wide Flange,W8x21,SteelHR_I_PF,134,210,6.35,10.2,7.6
Steel American Wide Flange,W8x24,SteelHR_I_PF,165,201,6.22,10.2,10
Steel American Wide Flange,W8x28,SteelHR_I_PF,166,205,7.24,11.8,10
Steel American Wide Flange,W8x31,SteelHR_I_PF,203,203,7.24,11,10.1
Steel American Wide Flange,W8x35,SteelHR_I_PF,204,206,7.87,12.6,10
Steel American Wide Flange,W8x40,SteelHR_I_PF,205,210,9.14,14.2,10
Steel American Wide Flange,W8x48,SteelHR_I_PF,206,216,10.2,17.4,10
Steel American Wide Flange,W8x58,SteelHR_I_PF,209,222,13,20.6,9.9
Steel American Wide Flange,W8x67,SteelHR_I_PF,210,229,14.5,23.7,10.1
Steel American Wide Flange,W10x100,SteelHR_I_PF,262,282,17.3,28.4,12.7
Steel American Wide Flange,W10x112,SteelHR_I_PF,264,290,19.2,31.8,12.7
Steel American Wide Flange,W10x12,SteelHR_I_PF,101,251,4.83,5.33,7.67
Steel American Wide Flange,W10x15,SteelHR_I_PF,102,254,5.84,6.86,7.64
Steel American Wide Flange,W10x17,SteelHR_I_PF,102,257,6.1,8.38,7.62
Steel American Wide Flange,W10x19,SteelHR_I_PF,102,259,6.35,10,7.7
Steel American Wide Flange,W10x22,SteelHR_I_PF,146,259,6.1,9.14,7.66
Steel American Wide Flange,W10x26,SteelHR_I_PF,147,262,6.6,11.2,7.6
Steel American Wide Flange,W10x30,SteelHR_I_PF,148,267,7.62,13,7.6
Steel American Wide Flange,W10x33,SteelHR_I_PF,202,247,7.37,11,12.7
Steel American Wide Flange,W10x39,SteelHR_I_PF,203,252,8,13.5,12.7
Steel American Wide Flange,W10x45,SteelHR_I_PF,204,257,8.89,15.7,12.7
Steel American Wide Flange,W10x49,SteelHR_I_PF,254,254,8.64,14.2,12.7
Steel American Wide Flange,W10x54,SteelHR_I_PF,254,257,9.4,15.6,12.8
Steel American Wide Flange,W10x60,SteelHR_I_PF,257,259,10.7,17.3,12.7
Steel American Wide Flange,W10x68,SteelHR_I_PF,257,264,11.9,19.6,12.7
Steel American Wide Flange,W10x77,SteelHR_I_PF,259,269,13.5,22.1,12.7
Steel American Wide Flange,W10x88,SteelHR_I_PF,262,274,15.4,25.1,12.7
Steel American Wide Flange,W12x106,SteelHR_I_PF,310,328,15.5,25.1,15.3
Steel American Wide Flange,W12x120,SteelHR_I_PF,312,333,18,28.2,15
Steel American Wide Flange,W12x136,SteelHR_I_PF,315,340,20.1,31.8,15.2
Steel American Wide Flange,W12x14,SteelHR_I_PF,101,302,5.08,5.72,7.58
Steel American Wide Flange,W12x152,SteelHR_I_PF,318,348,22.1,35.6,15.2
Steel American Wide Flange,W12x16,SteelHR_I_PF,101,305,5.59,6.73,7.67
Steel American Wide Flange,W12x170,SteelHR_I_PF,320,356,24.4,39.6,15.3
Steel American Wide Flange,W12x19,SteelHR_I_PF,102,310,5.97,8.89,7.61
Steel American Wide Flange,W12x190,SteelHR_I_PF,323,366,26.9,44.2,15
Steel American Wide Flange,W12x210,SteelHR_I_PF,325,373,30,48.3,15.2
Steel American Wide Flange,W12x22,SteelHR_I_PF,102,312,6.6,10.8,7.6
Steel American Wide Flange,W12x230,SteelHR_I_PF,328,384,32.8,52.6,15.2
Steel American Wide Flange,W12x252,SteelHR_I_PF,330,391,35.6,57.2,15.2
Steel American Wide Flange,W12x26,SteelHR_I_PF,165,310,5.84,9.65,7.65
Steel American Wide Flange,W12x279,SteelHR_I_PF,333,404,38.9,62.7,15.3
Steel American Wide Flange,W12x30,SteelHR_I_PF,166,312,6.6,11.2,7.6
Steel American Wide Flange,W12x305,SteelHR_I_PF,335,414,41.4,68.8,15
Steel American Wide Flange,W12x336,SteelHR_I_PF,340,427,45.2,75.2,15
Steel American Wide Flange,W12x35,SteelHR_I_PF,167,318,7.62,13.2,7.6
Steel American Wide Flange,W12x40,SteelHR_I_PF,203,302,7.49,13.1,12.8
Steel American Wide Flange,W12x45,SteelHR_I_PF,204,307,8.51,14.6,12.8
Steel American Wide Flange,W12x50,SteelHR_I_PF,205,310,9.4,16.3,12.7
Steel American Wide Flange,W12x53,SteelHR_I_PF,254,307,8.76,14.6,15.4
Steel American Wide Flange,W12x58,SteelHR_I_PF,254,310,9.14,16.3,15.2
Steel American Wide Flange,W12x65,SteelHR_I_PF,305,307,9.91,15.4,15.1
Steel American Wide Flange,W12x72,SteelHR_I_PF,305,312,10.9,17,15.3
Steel American Wide Flange,W12x79,SteelHR_I_PF,307,315,11.9,18.7,15.1
Steel American Wide Flange,W12x87,SteelHR_I_PF,307,318,13.1,20.6,15.2
Steel American Wide Flange,W12x96,SteelHR_I_PF,310,323,14,22.9,15.2
Steel American Wide Flange,W14x109,SteelHR_I_PF,371,363,13.3,21.8,15.3
Steel American Wide Flange,W14x120,SteelHR_I_PF,373,368,15,23.9,15.2
Steel American Wide Flange,W14x132,SteelHR_I_PF,373,373,16.4,26.2,15.2
Steel American Wide Flange,W14x145,SteelHR_I_PF,394,376,17.3,27.7,15.2
Steel American Wide Flange,W14x159,SteelHR_I_PF,396,381,18.9,30.2,15.3
Steel American Wide Flange,W14x176,SteelHR_I_PF,399,386,21.1,33.3,15.2
Steel American Wide Flange,W14x193,SteelHR_I_PF,399,394,22.6,36.6,15.2
Steel American Wide Flange,W14x211,SteelHR_I_PF,401,399,24.9,39.6,15.3
Steel American Wide Flange,W14x22,SteelHR_I_PF,127,348,5.84,8.51,10.19
Steel American Wide Flange,W14x233,SteelHR_I_PF,404,406,27.2,43.7,15.2
Steel American Wide Flange,W14x257,SteelHR_I_PF,406,417,30,48,15.2
Steel American Wide Flange,W14x26,SteelHR_I_PF,128,353,6.48,10.7,10.1
Steel American Wide Flange,W14x283,SteelHR_I_PF,409,424,32.8,52.6,15.2
Steel American Wide Flange,W14x30,SteelHR_I_PF,171,351,6.86,9.78,10.12
Steel American Wide Flange,W14x311,SteelHR_I_PF,411,434,35.8,57.4,15.2
Steel American Wide Flange,W14x34,SteelHR_I_PF,171,356,7.24,11.6,10.1
Steel American Wide Flange,W14x342,SteelHR_I_PF,417,445,39.1,62.7,15.3
Steel American Wide Flange,W14x370,SteelHR_I_PF,419,455,42.2,67.6,15.2
Steel American Wide Flange,W14x38,SteelHR_I_PF,172,358,7.87,13.1,10.1
Steel American Wide Flange,W14x398,SteelHR_I_PF,422,465,45,72.4,15
Steel American Wide Flange,W14x426,SteelHR_I_PF,424,475,47.8,77.2,15
Steel American Wide Flange,W14x43,SteelHR_I_PF,203,348,7.75,13.5,14.9
Steel American Wide Flange,W14x455,SteelHR_I_PF,427,483,51.3,81.5,15.3
Steel American Wide Flange,W14x48,SteelHR_I_PF,204,351,8.64,15.1,15.1
Steel American Wide Flange,W14x500,SteelHR_I_PF,432,498,55.6,88.9,15.1
Steel American Wide Flange,W14x53,SteelHR_I_PF,205,353,9.4,16.8,15
Steel American Wide Flange,W14x550,SteelHR_I_PF,437,513,60.5,97,15
Steel American Wide Flange,W14x605,SteelHR_I_PF,442,531,66,106,15
Steel American Wide Flange,W14x61,SteelHR_I_PF,254,353,9.53,16.4,15.1
Steel American Wide Flange,W14x665,SteelHR_I_PF,450,549,71.9,115,15
Steel American Wide Flange,W14x68,SteelHR_I_PF,254,356,10.5,18.3,15
Steel American Wide Flange,W14x730,SteelHR_I_PF,455,569,78,125,15
Steel American Wide Flange,W14x74,SteelHR_I_PF,257,361,11.4,19.9,15.2
Steel American Wide Flange,W14x808,SteelHR_I_PF,471,580,95,130,15
Steel American Wide Flange,W14x82,SteelHR_I_PF,257,363,13,21.7,15.1
Steel American Wide Flange,W14x873,SteelHR_I_PF,476,600,100,140,15
Steel American Wide Flange,W14x90,SteelHR_I_PF,368,356,11.2,18,15.3
Steel American Wide Flange,W14x99,SteelHR_I_PF,371,361,12.3,19.8,15.3
Steel American Wide Flange,W16x100,SteelHR_I_PF,264,432,14.9,25,10.3
Steel American Wide Flange,W16x26,SteelHR_I_PF,140,399,6.35,8.76,10.24
Steel American Wide Flange,W16x31,SteelHR_I_PF,140,404,6.99,11.2,10.2
Steel American Wide Flange,W16x36,SteelHR_I_PF,178,404,7.49,10.9,10.2
Steel American Wide Flange,W16x40,SteelHR_I_PF,178,406,7.75,12.8,10.2
Steel American Wide Flange,W16x45,SteelHR_I_PF,179,409,8.76,14.4,10.2
Steel American Wide Flange,W16x50,SteelHR_I_PF,180,414,9.65,16,10.2
Steel American Wide Flange,W16x57,SteelHR_I_PF,181,417,10.9,18.2,10.2
Steel American Wide Flange,W16x67,SteelHR_I_PF,259,414,10,16.9,10.3
Steel American Wide Flange,W16x77,SteelHR_I_PF,262,419,11.6,19.3,10.2
Steel American Wide Flange,W16x89,SteelHR_I_PF,264,427,13.3,22.2,10.3
Steel American Wide Flange,W18x106,SteelHR_I_PF,284,475,15,23.9,10.1
Steel American Wide Flange,W18x119,SteelHR_I_PF,287,483,16.6,26.9,10.2
Steel American Wide Flange,W18x130,SteelHR_I_PF,284,490,17,30.5,10.1
Steel American Wide Flange,W18x143,SteelHR_I_PF,284,495,18.5,33.5,10.2
Steel American Wide Flange,W18x158,SteelHR_I_PF,287,500,20.6,36.6,10.1
Steel American Wide Flange,W18x175,SteelHR_I_PF,290,508,22.6,40.4,10.1
Steel American Wide Flange,W18x192,SteelHR_I_PF,292,518,24.4,44.5,10.1
Steel American Wide Flange,W18x211,SteelHR_I_PF,295,526,26.9,48.5,10.2
Steel American Wide Flange,W18x234,SteelHR_I_PF,297,536,29.5,53.6,10.2
Steel American Wide Flange,W18x258,SteelHR_I_PF,300,546,32.5,58.4,10.2
Steel American Wide Flange,W18x283,SteelHR_I_PF,302,556,35.6,63.5,12.7
Steel American Wide Flange,W18x311,SteelHR_I_PF,305,566,38.6,69.6,12.7
Steel American Wide Flange,W18x35,SteelHR_I_PF,152,450,7.62,10.8,10.2
Steel American Wide Flange,W18x40,SteelHR_I_PF,153,455,8,13.3,10.2
Steel American Wide Flange,W18x46,SteelHR_I_PF,154,460,9.14,15.4,10.3
Steel American Wide Flange,W18x50,SteelHR_I_PF,191,457,9.02,14.5,10.2
Steel American Wide Flange,W18x55,SteelHR_I_PF,191,460,9.91,16,10.2
Steel American Wide Flange,W18x60,SteelHR_I_PF,192,462,10.5,17.7,10.2
Steel American Wide Flange,W18x65,SteelHR_I_PF,193,467,11.4,19.1,10.1
Steel American Wide Flange,W18x71,SteelHR_I_PF,194,470,12.6,20.6,10.1
Steel American Wide Flange,W18x76,SteelHR_I_PF,279,462,10.8,17.3,10.1
Steel American Wide Flange,W18x86,SteelHR_I_PF,282,467,12.2,19.6,10.1
Steel American Wide Flange,W18x97,SteelHR_I_PF,282,472,13.6,22.1,10.2
Steel American Wide Flange,W21x101,SteelHR_I_PF,312,544,12.7,20.3,12.7
Steel American Wide Flange,W21x111,SteelHR_I_PF,312,546,14,22.2,12.9
Steel American Wide Flange,W21x122,SteelHR_I_PF,315,551,15.2,24.4,12.7
Steel American Wide Flange,W21x132,SteelHR_I_PF,315,554,16.5,26.4,12.7
Steel American Wide Flange,W21x147,SteelHR_I_PF,318,561,18.3,29.2,12.7
Steel American Wide Flange,W21x166,SteelHR_I_PF,315,572,19.1,34.5,12.7
Steel American Wide Flange,W21x182,SteelHR_I_PF,318,577,21.1,37.6,12.7
Steel American Wide Flange,W21x201,SteelHR_I_PF,320,584,23.1,41.4,12.7
Steel American Wide Flange,W21x44,SteelHR_I_PF,165,526,8.89,11.4,12.7
Steel American Wide Flange,W21x48,SteelHR_I_PF,207,523,8.89,10.9,12.7
Steel American Wide Flange,W21x50,SteelHR_I_PF,166,528,9.65,13.6,12.8
Steel American Wide Flange,W21x55,SteelHR_I_PF,209,528,9.53,13.3,12.6
Steel American Wide Flange,W21x57,SteelHR_I_PF,167,536,10.3,16.5,12.7
Steel American Wide Flange,W21x62,SteelHR_I_PF,209,533,10.2,15.6,12.8
Steel American Wide Flange,W21x68,SteelHR_I_PF,210,536,10.9,17.4,12.8
Steel American Wide Flange,W21x73,SteelHR_I_PF,211,538,11.6,18.8,12.7
Steel American Wide Flange,W21x83,SteelHR_I_PF,212,544,13.1,21.2,12.8
Steel American Wide Flange,W21x93,SteelHR_I_PF,214,549,14.7,23.6,12.7
Steel American Wide Flange,W24x103,SteelHR_I_PF,229,622,14,24.9,12.7
Steel American Wide Flange,W24x104,SteelHR_I_PF,325,612,12.7,19.1,12.7
Steel American Wide Flange,W24x117,SteelHR_I_PF,325,617,14,21.6,12.7
Steel American Wide Flange,W24x131,SteelHR_I_PF,328,622,15.4,24.4,12.7
Steel American Wide Flange,W24x146,SteelHR_I_PF,328,627,16.5,27.7,12.7
Steel American Wide Flange,W24x162,SteelHR_I_PF,330,635,17.9,31,12.7
Steel American Wide Flange,W24x176,SteelHR_I_PF,328,640,19.1,34,12.7
Steel American Wide Flange,W24x192,SteelHR_I_PF,330,648,20.6,37.1,12.7
Steel American Wide Flange,W24x207,SteelHR_I_PF,330,653,22.1,39.9,12.7
Steel American Wide Flange,W24x229,SteelHR_I_PF,333,660,24.4,43.9,12.7
Steel American Wide Flange,W24x250,SteelHR_I_PF,335,668,26.4,48,12.7
Steel American Wide Flange,W24x279,SteelHR_I_PF,338,678,29.5,53.1,12.7
Steel American Wide Flange,W24x306,SteelHR_I_PF,340,688,32,57.9,12.7
Steel American Wide Flange,W24x335,SteelHR_I_PF,343,699,35.1,63,12.7
Steel American Wide Flange,W24x370,SteelHR_I_PF,348,711,38.6,69.1,12.7
Steel American Wide Flange,W24x55,SteelHR_I_PF,178,599,10,12.8,12.9
Steel American Wide Flange,W24x62,SteelHR_I_PF,179,602,10.9,15,12.7
Steel American Wide Flange,W24x68,SteelHR_I_PF,228,602,10.5,14.9,12.8
Steel American Wide Flange,W24x76,SteelHR_I_PF,228,607,11.2,17.3,12.7
Steel American Wide Flange,W24x84,SteelHR_I_PF,229,612,11.9,19.6,12.7
Steel American Wide Flange,W24x94,SteelHR_I_PF,230,617,13.1,22.2,12.9
Steel American Wide Flange,W27x102,SteelHR_I_PF,254,688,13.1,21.1,15.2
Steel American Wide Flange,W27x114,SteelHR_I_PF,257,693,14.5,23.6,15.3
Steel American Wide Flange,W27x129,SteelHR_I_PF,254,701,15.5,27.9,15.3
Steel American Wide Flange,W27x146,SteelHR_I_PF,356,696,15.4,24.8,19.9
Steel American Wide Flange,W27x161,SteelHR_I_PF,356,701,16.8,27.4,20.1
Steel American Wide Flange,W27x178,SteelHR_I_PF,358,706,18.4,30.2,20.1
Steel American Wide Flange,W27x194,SteelHR_I_PF,356,714,19.1,34,20.1
Steel American Wide Flange,W27x217,SteelHR_I_PF,358,721,21.1,38.1,20.1
Steel American Wide Flange,W27x235,SteelHR_I_PF,361,729,23.1,40.9,20.1
Steel American Wide Flange,W27x258,SteelHR_I_PF,363,737,24.9,45,20
Steel American Wide Flange,W27x281,SteelHR_I_PF,366,744,26.9,49,20.1
Steel American Wide Flange,W27x307,SteelHR_I_PF,366,752,29.5,53.1,20.1
Steel American Wide Flange,W27x336,SteelHR_I_PF,371,762,32,57.9,20.1
Steel American Wide Flange,W27x368,SteelHR_I_PF,373,772,35.1,63,20.1
Steel American Wide Flange,W27x539,SteelHR_I_PF,389,826,50,89.9,20.1
Steel American Wide Flange,W27x84,SteelHR_I_PF,254,678,11.7,16.3,15.2
Steel American Wide Flange,W27x94,SteelHR_I_PF,254,683,12.4,18.9,15.1
Steel American Wide Flange,W30x108,SteelHR_I_PF,267,757,13.8,19.3,16.5
Steel American Wide Flange,W30x116,SteelHR_I_PF,267,762,14.4,21.6,16.5
Steel American Wide Flange,W30x124,SteelHR_I_PF,267,767,14.9,23.6,16.5
Steel American Wide Flange,W30x132,SteelHR_I_PF,267,770,15.6,25.4,16.5
Steel American Wide Flange,W30x148,SteelHR_I_PF,267,780,16.5,30,16.5
Steel American Wide Flange,W30x173,SteelHR_I_PF,381,772,16.6,27.2,19.8
Steel American Wide Flange,W30x191,SteelHR_I_PF,381,780,18,30.2,19.8
Steel American Wide Flange,W30x211,SteelHR_I_PF,384,785,19.7,33.5,19.8
Steel American Wide Flange,W30x235,SteelHR_I_PF,384,795,21.1,38.1,20.1
Steel American Wide Flange,W30x261,SteelHR_I_PF,386,803,23.6,41.9,20.1
Steel American Wide Flange,W30x292,SteelHR_I_PF,389,813,25.9,47,20.1
Steel American Wide Flange,W30x326,SteelHR_I_PF,391,823,29,52.1,20
Steel American Wide Flange,W30x357,SteelHR_I_PF,394,833,31.5,56.9,20.1
Steel American Wide Flange,W30x391,SteelHR_I_PF,396,843,34.5,62,20
Steel American Wide Flange,W30x90,SteelHR_I_PF,264,749,11.9,15.5,16.5
Steel American Wide Flange,W30x99,SteelHR_I_PF,267,754,13.2,17,16.5
Steel American Wide Flange,W33x118,SteelHR_I_PF,292,836,14,18.8,17.8
Steel American Wide Flange,W33x130,SteelHR_I_PF,292,841,14.7,21.7,17.9
Steel American Wide Flange,W33x141,SteelHR_I_PF,292,846,15.4,24.4,17.8
Steel American Wide Flange,W33x152,SteelHR_I_PF,295,851,16.1,26.9,17.8
Steel American Wide Flange,W33x169,SteelHR_I_PF,292,859,17,31,17.8
Steel American Wide Flange,W33x201,SteelHR_I_PF,399,856,18.2,29.2,20.1
Steel American Wide Flange,W33x221,SteelHR_I_PF,401,861,19.7,32.5,19.8
Steel American Wide Flange,W33x241,SteelHR_I_PF,404,869,21.1,35.6,20
Steel American Wide Flange,W33x263,SteelHR_I_PF,401,876,22.1,39.9,20
Steel American Wide Flange,W33x291,SteelHR_I_PF,404,884,24.4,43.9,20.1
Steel American Wide Flange,W33x318,SteelHR_I_PF,406,894,26.4,48,20.1
Steel American Wide Flange,W33x354,SteelHR_I_PF,409,904,29.5,53.1,20.1
Steel American Wide Flange,W33x387,SteelHR_I_PF,411,914,32,57.9,20.1
Steel American Wide Flange,W36x135,SteelHR_I_PF,305,904,15.2,20.1,19
Steel American Wide Flange,W36x150,SteelHR_I_PF,305,912,15.9,23.9,19
Steel American Wide Flange,W36x160,SteelHR_I_PF,305,914,16.5,25.9,19.1
Steel American Wide Flange,W36x170,SteelHR_I_PF,305,919,17.3,27.9,19.1
Steel American Wide Flange,W36x182,SteelHR_I_PF,307,922,18.4,30,19
Steel American Wide Flange,W36x194,SteelHR_I_PF,307,927,19.4,32,19.1
Steel American Wide Flange,W36x210,SteelHR_I_PF,310,932,21.1,34.5,19.1
Steel American Wide Flange,W36x231,SteelHR_I_PF,419,927,19.3,32,24.1
Steel American Wide Flange,W36x232,SteelHR_I_PF,307,943,22.1,39.9,19
Steel American Wide Flange,W36x247,SteelHR_I_PF,419,932,20.3,34.3,24.1
Steel American Wide Flange,W36x256,SteelHR_I_PF,310,951,24.4,43.9,19.1
Steel American Wide Flange,W36x262,SteelHR_I_PF,422,937,21.3,36.6,24.1
Steel American Wide Flange,W36x282,SteelHR_I_PF,422,942,22.5,39.9,24.1
Steel American Wide Flange,W36x302,SteelHR_I_PF,424,947,24,42.7,24.1
Steel American Wide Flange,W36x330,SteelHR_I_PF,422,958,25.9,47,24.1
Steel American Wide Flange,W36x361,SteelHR_I_PF,424,965,28.4,51.1,24.1
Steel American Wide Flange,W36x395,SteelHR_I_PF,427,975,31,55.9,24.1
Steel American Wide Flange,W36x441,SteelHR_I_PF,432,988,34.5,62,24.1
Steel American Wide Flange,W36x487,SteelHR_I_PF,434,998,38.1,68.1,24.1
Steel American Wide Flange,W36x529,SteelHR_I_PF,437,1010,40.9,73.9,24.1
Steel American Wide Flange,W36x652,SteelHR_I_PF,447,1040,50,89.9,24.1
Steel American Wide Flange,W36x723,SteelHR_I_PF,451,1061,55,99.1,19
Steel American Wide Flange,W36x802,SteelHR_I_PF,457,1081,60.5,109,19
Steel American Wide Flange,W36x853,SteelHR_I_PF,461,1093,64,115.1,19
Steel American Wide Flange,W36x925,SteelHR_I_PF,473,1093,76.7,115.1,19
Steel American Wide Flange,W40x149,SteelHR_I_PF,300,970,16,21.1,30
Steel American Wide Flange,W40x167,SteelHR_I_PF,300,980,16.5,26.2,29.9
Steel American Wide Flange,W40x183,SteelHR_I_PF,300,991,16.5,30.5,30
Steel American Wide Flange,W40x199,SteelHR_I_PF,401,983,16.5,27.2,30
Steel American Wide Flange,W40x211,SteelHR_I_PF,300,1000,19.1,36.1,29.9
Steel American Wide Flange,W40x215,SteelHR_I_PF,401,991,16.5,31,30
Steel American Wide Flange,W40x235,SteelHR_I_PF,302,1010,21.1,40.1,30
Steel American Wide Flange,W40x249,SteelHR_I_PF,401,1000,19.1,36.1,29.9
Steel American Wide Flange,W40x264,SteelHR_I_PF,302,1020,24.4,43.9,30
